"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
4,5,6,4,4.09014499877763,6.83015465920117,6.21477858090827,3.73374587075584,6.08257544174826,8.2303501904473,5,7.14452182437981,3,7,5,6,"O"
4,7,6,10,7.3164268607533,8,9,4,0,5.08751146299845,7,6,5,11,5,7.63936664143193,"P"
2,3,2,2,0.912125894508852,4,9,2.96008226437295,6,12,9,10,1,8.58464737488599,2,7,"C"
3,5.87023240714346,4,4.40877518002118,2.72798848993536,6,6,6,6,10,8,11,2,7.4698848402492,2.59147980407764,7.57567618220406,"G"
5.05691091094409,7.04838060560079,6,6,6.46496698160714,8.80189819492381,7,5,3,7,4.14730775380178,7,6,8.65037640427732,8,9,"B"
3,3.99924748071973,4,3,3,5,7,4,4.07344731483195,7,6,11,3,8,5,7.79606384365261,"K"
5.06234543685738,7.65157967857175,6.52007145561359,6,5.47888745238959,6.31894544023943,10,3.28820001385167,4,7.38439610977202,10.1076793971084,8,8,10,2,5.89220635771424,"W"
2.58629442861339,6,4,4.82782953636086,1.65699701374238,9,11,3,4,9.78383928488886,11,8,2,10,1,8,"V"
4,7.02928398561243,6.26774500402201,6.00085441340587,5,6.70458037440149,11,3.0983148838123,2,8.66374559618988,8,8,6,11,1,8,"W"
5,9.53014003385113,6.82775137287532,8,7,8.55126095775188,7.51717231619334,11.877320757978,5,6,4.13688162787676,9.22001754787848,6,8.07378921406395,7,10,"H"
4,9,4,7,2.54618954128299,7,8,3,12,10.2564626150109,6,7.94009560418001,0,7.57626535831975,7,7,"Z"
0.727470021906168,5.31649708091423,2,3.19537486825017,1,9,6,2,6,12,4,9,0.552185754677155,7.90821351614506,1,7,"J"
3.0141441585072,4,4,3,1,7.06741418999517,9.63650010826089,3,4,9.75877972206642,7,4,0.533984136859265,9,1,7,"F"
5,7.31168481534517,7,6.90032148360396,5.42547424576381,7.50344442062084,7,8,5,7,6,5,4,8,3.20688021817377,7.31276548957615,"D"
3,4.63721423943447,5,4,2,8,7,3,8,11,5.92802428997645,9.59504997548817,-0.46188632655138,7.42835105103467,5,8,"S"
6.7512648256473,13,7,8,3,7,8,3,9,13,5,4.55792210342967,-0.0171955755537987,9,3.98344528073042,5,"T"
3.99097348202591,7.4246556959748,5,7.2041822984693,5,6.98640493618411,7.93134797363585,8,4,7,8,7.20546835660174,4,8.47995524371449,4,7.58722454417236,"O"
2,5.41109006462999,3,4.09519296695352,3.12706367165669,8,7,5,9,7,5.53094828702621,7,1,8,7,8.06136385284124,"Z"
3,9,4,7.04717495633399,3,6,7,10,14.5855631073164,7,6,7,-3.61576446172073,8,9,7.13840446427545,"B"
2.67087637398503,2,3.88424660208578,3,2,5.79843908289243,10,4,5,10,9,7.75490303838776,2.72228403821999,9,3,6,"F"
6,9,10.4043019638127,6.7029700927859,11,10,5,3.96261751545201,2.38919184184283,9,4,6.1931381276842,10.3052743688008,6,4,7,"M"
2,6,4,5.57586434913999,1,8,15,1,5,6,11.9993397531472,8,0,8,6.08915520617823,8,"T"
7,11,5,6,3,6,7,5,2.45291830332182,7,4,7,5.7377185528931,8.82704292773383,5,9.26368183286668,"O"
2,4,3,3,2,5,7,4,6,4.51860064658445,6,10.0490111407319,3,8,4,6.84190824369386,"K"
1.93178100327197,4,3,3,1,6.76933774976453,7.47499836527444,2,9,9.63846678959795,6,8,-0.939299585349805,8,4.59128811313828,8,"Z"
3.10187205087359,4,4,3,1,5,10.4045872258767,3,6.42447548642723,9.05254684391216,8.21615107310567,4,1,8.37514713509928,1.18337660257969,5.20047463356141,"T"
4,8.12181964256056,7,8,7.77249526998193,7,10,6.86258978508872,3,6,9.29223240321172,8.05715358272028,8,11,2.17676438370154,6.67221872819008,"W"
3,5,4.18472087615756,3.56802328469476,2.62216780184042,6,4.8391305928444,2.55691919385283,8.00872361419827,7.39682748904331,2,8,1.67776185334411,6.50862769290398,4.83975457354329,8.80737122308777,"A"
2,2,3,3,2,8,7.22868085915129,6,4.38337271764188,8.61192960053856,5.54488483297892,9,3.20018257329383,9,4.38655593737862,8.48247661260657,"Q"
5.94019484569979,10,7,6.85366580255722,6,7.31234238873522,7,4,6.08202713788191,12,6,7.01802731635685,3.6159182226238,9,5.20729906447954,6,"Z"
4.27516599500592,5,6,4.97042543182991,5,9,8.58884107157695,3,7.92393459678784,8.64934950419777,7,7,3,10,8,8.87140101283014,"H"
6.106328681309,9,8,6,8,7.41765512119729,6,2.78996585653052,6.76515876200739,7,5,8,7.02752752815291,10,7.10905754765576,7.94998055591652,"R"
1,7,0,3.8658293246764,0,6.78812492053366,7.10517721574375,4.39828536688785,4,7.65432251359093,6,8,0,8,2.80199052849967,8.58732316625678,"I"
2.44345238254813,4,4.15989701586965,3,3,7,6.96226347156752,4,5.52845806156023,9,5,8,2,8.56408825970412,3,10,"R"
5,10,7,7,5,5.61590706511433,9,4,6,5,8,7.92251323980672,6,10,1,7,"U"
4,5.49051865708377,4,5,3,3.50572775215034,6,12,6.57749301947093,7,12,8.74733944292556,3,9,0,3.97924012298783,"U"
5.5070890311926,10,5,5,2,7.22478637666856,8.28500263723331,6,8,11,7,8.54172289303752,2,8,5,9,"C"
5,9,6,7,4,6.74001864457834,6.78259506126672,4.52826972977355,4.76351676530087,7,6.49167370544831,8,4.00967663036409,8,3,8,"O"
7,9.9125840832519,6.13597484978338,7.02723040448575,3,6,7.50043253985944,6,8,10,4.17352045242577,7.01175639727987,1,7.62829030839525,8,8,"E"
5,9.17262865953012,7,7,4.83287072838083,10,4.7906125020056,4.14667654132788,7,9.67239503039058,3.58455447897867,8.20930595683681,3.58096208571275,6,4.89515628421823,8,"D"
3.64415003572044,5.35886585623342,4.58700169464031,5,2.29871161824755,4,8,5,7,9,8,9,2.1827852042937,9,2,5,"U"
3,4,5,3,2.48360351518085,9,7.83733008012219,3.30419498543318,3.713528096432,8.38229042980326,5.80487880336145,6,2,8.45721513713846,3,9,"R"
2,3.93765541896559,3.28507222632951,3,2,7.53616521309432,7,5,7,8.02704476090348,6,9,0.87125451789917,8,5.17261460610305,10,"E"
5.35490662945682,10,6,8,4.08525989924118,6,7.3848554373388,6,5.28379412512311,10,8,11,2,9,3.84257108736794,7.74258701487608,"G"
4.61415726393561,9,7,6,6,10,6,5.52421150212049,6,9.12010869053186,3,8,4.97242917499031,8,4,12,"B"
4.88452868211211,8.74960901716626,7,7,4.46877774192225,8,7,3,0,9.3231462860179,0,8,3,7,4.87027007234727,8,"A"
1,1,3,2,1,6.63667119085474,9.9636105889117,2.88179956521839,6,8.06186837718858,9.89319240931159,8,1,11,1.13243438271925,8,"Y"
2,4,4,4.21260012633153,3.67663855415789,5.72093539153252,11,2.37596229835504,3.34054397735824,5,8,6.05176215230529,2,11,5,6,"Y"
5,10,6,7.42978740128534,5,8,4.96000265990504,9,4,7,5,8,5.2198391744173,6.0392889197471,3,8,"O"
5.38179396554353,8.78451931909768,7,7,5,7,6.02357120758714,5.11879673406245,8,8.08813915740644,6,11,2.51492209585682,11,5,9,"G"
5,9,7,7,4.40550742463077,8.08916604399303,3,1,2,6,2.47174575907542,7,3,6.91452889203687,2.01046188789301,7,"A"
3.27854669835004,4,3.69528601642258,3,1,5.58820324931379,9,5,7,12,9.30271507786702,10,1.03439314044703,10,2.26082759639338,7,"C"
4,5,6,7,6,8.65195385657468,8,4,5.58138167391249,8,6,6,1.95332388376882,10,8,6.92761368802924,"H"
5.7178638593873,9.23698281931656,7.12288887650445,6.73485236796218,8,8.33093318581676,7,3,4,7,6,8,7,10,8,6.41348413286454,"R"
4,7,6,5.79892120244824,5.00758180526675,8,6,5,5,7.21159845961255,7,8.44900096828394,5.05554000730239,7,4,6,"J"
4.46025659434081,7,4.90596756506837,5.8016296242491,3,8,7,12,1,5.77096479386897,9,10.0175138015453,8,6,0,8,"M"
3,6.2334849734006,5,4.29511347108489,3,5.66244324630893,11,1.70731683025607,6.42686420581011,9.23506069765885,11,8.21472112533273,2,10,1,8,"V"
2,3,3.87791201157294,2.25449013010927,2,7.9361603599513,8,3,5,9,4,7,2,8.39338999522252,3,10,"R"
3.76968544323426,8,5,7.11989794872753,3,7,12,5.33428556766422,5.31262317960201,7,11,8,2,10.3722995187971,3.64394213347002,8,"T"
5,8,7,6.23807970170683,7,8,8.96539548230472,5.08430073511484,5.41821794025126,7.1638607134808,7,8,5,7,10,7.68582925477414,"J"
3,5,5,3,2,8,7,-0.144702683854565,5.27898966336076,11,5.11989181467479,7,1.24766571208157,7.53270279395981,1.4696828024974,8.30569484547537,"S"
6.49449715742478,11,8,9,7.35354778621402,9,7,7.565321187792,2,6,6,9.08358750295194,8,8,4.82425176720921,10,"G"
2,3.27385027531907,3,2,2,6.893718153303,6,5.37462943644683,6,9.04077678432622,4.62968297787872,6,2,8,2,7.29460511278271,"D"
2,0,2,0.70704594547066,-0.120951171257387,8,6,6,5.03522193149103,6,6.07236247155313,9,2,8,5,10,"G"
5,11.5009586368499,7,10,7.49763223050476,10,5,4,5.58723643461035,8,3,6,3,5,8,8,"Z"
6,9.28819283654842,6.48346450048369,6.79002733262136,4,5,7,10,10,7,6,6,3,8,4,8,"D"
1,3,2.95657555365234,2,1,7.74315946300992,3,2,4.05270188494725,5,2,7.46185540901432,2.05385526216098,6.73803956355371,1,7,"A"
1,0.450918262587144,2.95083248835858,0,0,7,13,1,4,7,10,8,0,8,5.66942240098334,9.74606587813387,"T"
2,1.36701886323818,3,1,1,6.13992507922245,7,6.0890829844917,5.7364359178478,7,6.32411824761064,7.69316190454916,2,9,2.42381839394386,8.36800400313336,"G"
1,3,2,1,-0.0598469333542134,6,4,8.91959396500174,7,8,2,10,0.756554367283798,6.04461302000144,2,9,"L"
6.22417197932505,9,8,7.49914945280384,8,8,4,2.43808040901769,3.28100277194126,7,6,8.11481842964897,8,8.23853716149163,6,3,"W"
-0.568512743970402,1,1,1.20162500340116,1,7,6.77607289116383,7.17886587772145,6,7.99906921960593,6,8,0,8,2,8,"I"
6,10.5377145733624,9,9.34609711044264,10,6,8,5,2.33182905851613,6,5,8,8.36306260366694,8.23413481353477,5,8.7108353760741,"M"
4,6.89895842764817,4,4,2,11,4,4,5,12,3,7.67520588793492,2,7.37185336364106,3.69291041465576,9.13855663419549,"Q"
2,3,3.86957592827388,4,1.59813773595091,8,6.11623661526085,5,7.00597363450056,4,6,8,0,8,5.2342660655644,9.51427400704635,"S"
8.08992630663829,14,8,8,5,7.00284562613222,7.5469744086468,4,8,9,5,9,3.45880690669645,8,9,7.05635054613932,"Q"
3,6,5,4,2.09843817706764,8,10.0529079855852,4,2,6,14,9.06014432547516,3,10,0,8,"V"
5,10,5,8,6,6,8,5.05900089025952,5,10.8854447171209,7.73622606747799,7,2,10.2372159162486,5,8.48326100894293,"R"
7,11.3009847258365,5,13,5,7,8,5,3,11,-1.47456140274226,7,3,9,11,6,"Z"
5.07308839296163,9,5.77493686287392,7,5,5,8.04796054189791,6,6.69272944947582,7.06315218390113,5.78888366689059,9,3,8,7,10,"P"
8,11.3505418444218,8,6,6,2,10.1311735501655,2,2,10,10,8,7,11,1,7,"W"
3,10,5,7,2,8.63260168175303,7,-0.175275311892549,9,14,6,8,-1.42942088450967,7.46532027542694,1,5.15659242831367,"I"
3,6.71084998338484,3,5,2,1,12,3.95407841608588,7.26499660440737,12,11,8.52897752376125,0,8,1.94070117555698,4.99000492795062,"F"
5,10.6117736793338,6.58876181285604,10,8,7,9,5,5,7,6,7,4,9,9,7,"F"
4,9,6.08113575388838,5.99675725270153,2,10,6,2,8,14,3,5.96609118820131,0,7,0,8,"J"
5,9,5,7,3.65755675659433,3,12,5.99392335353158,4,10,12,8.86364456120387,3,9.29539077204099,1.5824990345742,8,"V"
6,9,8,7.84055482456237,8.92413180292888,7,8,6,4.1224245940585,5.75221979083166,6.85676540895002,8,8,9,8,6,"M"
9,13,10,13.1752649162349,3.43802826900974,11,11,4.52243195021673,3,4,7,9,9,12.5276923127301,3,6,"M"
4,8,4,6,4,7,7.46186817826099,7,4.28213975010028,10,6,6.17296974693479,3,8,4.35813721543056,6,"O"
1,3,3,1,1.07990127365004,7.22100374263738,8,2,5,9.81619182180001,5,8,1,7,2.16577573034407,7.3907022878231,"J"
3,6.41953636982501,4,6.29362142020093,2.17630160338979,4.85285219485408,5.13839649511225,6,11,7,7.09707439477513,14,0,7.46271347317231,6.2869225812488,7,"E"
6,8.4179922748735,8,4.57301885077533,4,9,3,7.37927407823222,2,9,3,10.322274027095,8,2,1,8.62886798779161,"M"
8.02141887501008,9.08307890667212,10,7,6.27291979280921,4,9,1.64128985739933,6,10,10,8.69083830124923,5,10.0331128979489,4,6,"K"
5,9,7,8.28224109707215,6,4.39344380200647,10,6.75189753157743,7.32460299479754,10,9.67489826451526,7.20109363204447,1,10,3,7,"P"
3.96441175050689,10,5.11473998849831,7.27460999704581,3.6804797092991,7.20398908196859,6.17697557291426,2,3,8,4.06704007551826,7.84559974296469,2,7,3,8,"A"
2,5,3,3,2,7.5516293921388,8.02707529887989,5,5,9,7,8.9903578903356,2.0858952498272,8.54835265732582,2.6643351575203,9,"G"
3.35465990541686,5.36422290311548,4.51041217426232,4,3.046877435072,10,7,4,2.04333236958478,7,9,7.85359547470057,4,11,2.85081841770026,7,"V"
2,2,3,3,2,8,6.87958006122301,3,8,7.65867983199213,6,7,2,8,5,7,"X"
1,1,2.02087613241193,1,0,7,4,2,0,7,2,8,2,7,0.415880720959538,8,"A"
5.98166483812534,10.6386127138061,8,6.95356054895412,5,7.71580215598519,6.07567963443346,2.78981787425566,9,9.08311935277863,4,9.15386637024705,2.51136994509938,8.35202452992811,5.92691974089334,9,"Z"
5.03622925294396,9,5,7.61924850228317,5,7,6,2.50497385161479,6,6.44561678090871,4.98562322396031,10,2,11,9,8.35650311090879,"S"
8,9,11,6.87727787926863,8,10,6,8.06264139803817,5,9,3,6,10.2490211293496,8,3,9,"M"
4,10,5.47074240628122,7.11187954495313,4,7,8,4.57784555100886,12,9,6,7.84771362091078,0,8,7.00381902845934,7.63449993819382,"Z"
4.56221388088586,8,5,5.04173003010454,4.05838444131427,6.983557513221,7,5.48754487760183,0.757094679853586,7,7.19659649134898,8.20108064956148,8,8.8326547128119,0,7.86114943725249,"M"
12,13,11,7,4.39407896406841,3.75368547574114,11,6.98533228904254,3,11.861427993711,10,7,8,12.2261472029749,1,6,"W"
5.03441355809015,11,6.35991862076277,8,4.05282984360709,5.27846788039234,10,0,9.37865862974987,11.5806061079858,9.15724327702216,6,1,8.99135686702799,3,4,"T"
2,7,3,5,2,3,8.92969363164741,6,10,7,6,14,0,8,7,10.1470021043526,"E"
1,4.21001446175536,0,3.40877259279356,-1.65669019220819,7,5.02197102042939,3.84955850493664,4,7,6,8,0,7.91869773594204,0,7.51705963094447,"I"
5,9,5.44198558860525,4,3,5,9,3,4.87616247964474,9,8,9,5,7,3,7.2644606503443,"H"
4,9,4.84564474598699,7,3.30083927079802,6.18422186424487,8,7,5.20529944708649,8.18344831256456,10,9,3,9,1,6.60182023454782,"U"
4,5.73102910117938,3.84544218456703,4,1,7,7,5,4.0169139509908,7,6,9.33334124964198,3,8,4,8,"X"
3,3,4,2,1,4,12,3,2,7.17667931298099,11,8.01523573424726,2,11,1,8,"V"
5,5.99872103538267,6,4,4,6.58908457204474,9,4.40024203347553,3,8.6169962754161,7.58655622965454,6,5.31885706338204,11,2,7.66928470474689,"W"
3,4.59305151458005,5,3,2.72303944556038,10,6.04658905875827,3,7,10,3.88570102088501,7.35822025110556,2,8.02049934282518,4.09688175866156,9,"D"
4,2,5,3.82612144800579,4,1.29700345072172,8,4,3.12540580519456,7,5,7,3,7,4,7.55166119782189,"R"
4.03790420283112,6.42267990227298,5,5.40067119263774,2,8,7,2.93701278871919,7,10,6,7,1,9,3.79398788758145,8,"S"
7,11.4899963071203,6,6.8874105408536,2.90299740103413,7,8,2,6.7495409554382,11,5.72723411162083,6,2,9,5.97617479485193,6.48260433455064,"F"
4.43291911822191,7,6,6,5.79179823752585,8,6,1.47565152952698,4.26964186310516,7,5,8,7,9,6.138914683711,3,"N"
3,6.43424071678296,4.61472559447015,4.7705876756827,3.0446547892063,11,5,1.0514997205427,5,10,2,8.4579105899384,2,7.20574422844981,4.93993850022343,11,"Z"
3,5,4,7,2,7,7,4,14,9.87677297030001,5.79585850261794,8.77231138296374,-2.74509011314582,8,8,8,"Z"
1,10,0,7,0,7,7,4,4,7,6,8.07138828559688,-1.34823610701263,8.2296594247623,1.63596820347148,8,"I"
8,12,6,9,5,4.79538151884894,11,3,5.10182666207873,10.9972590520162,7.90446497540785,4,3.77174482848445,11.0010595871681,6.41832809974817,4.93904324974728,"J"
3.16461044115157,3,3.82471947790507,4,3,7.58604565923562,8,5,2,8,8,9,3.52093472409152,9,5,8,"Q"
5.38038173398081,10.3577260769119,6.01290496506396,8,3.88251449890748,6.27653304314176,13,5,4.77902448153911,13,8,3,2,9.29261717700164,2,5,"F"
3.47636338446413,7.74705684924973,4.31664545179948,5,1,13,2,1.30834307206403,5.74707162923774,14,1.56002438741441,8.60345982232788,0.255436806933288,7.34197443185979,2.24383858737135,8.39056057710588,"J"
3,7,4,5,4,8.14195512067059,5.96173679690719,7,2,7,4,6,4.16754192362224,6,2.78923119849198,8,"R"
4,8,5,6,3,7,8.06764524855936,4,8,9.96151761489826,7,9.4592429420633,0.775315881483257,9.610367141238,5,7.85725870258868,"S"
3.20938790321019,5.64439861032945,4.44835859680813,4,3,7,7,6.98717131103728,3.89792074954936,7,6,8.58063821562783,3.35556235116114,8.97373104225008,3,8,"H"
4,8.09076131908185,6,6.76700252886293,7,9,6,4,4,6,6,7.90101682024022,6.05166541322567,8,6.36215001727981,7,"B"
4.6945525320655,9,5,5.55732158390198,3,10,5.35866851252059,4,7,8.25061245832233,3.42394470023389,8.52139804800306,3,7,7,8.91846698739021,"Q"
1,3,2.01373998818995,2,1,9,2,3.22204185481026,1,8.6958640180388,2,8,1,6,1.61958966777935,8,"A"
3.68707824128771,6,4.88195972912002,4.02614548213784,1.71591105566431,5,11.7321991491581,2,6.29151807081203,10.7986802110307,12,8,1.60206171122516,11.0246657733534,0,8,"Y"
3,8,2.50673618795572,6.38597558428757,2,6.63645073018904,9,10,5,8,4.37884533057619,5,1.05726203139289,7.90097193887276,4,8,"P"
2,6,3,5.00383073182336,2,8,12,2,3.63761485819208,5,11.6215256593174,9,3.55381198573083,11.637794467367,3.86650277033756,8,"T"
3.93937669000788,6,5.44261743625176,5.75093163146659,5,7,7,4,3,6,8,7.90461030735127,4.85449229942956,11,3,7.82126884710327,"C"
5,9,5,6,2,5.90469364242133,8,4.9782181299938,4.81697611532359,7,6.23416315090098,8.13702428659628,3,8,3.25907937745221,8.28407576664457,"H"
2.92591092731518,5,3,4,2,7.6701882102694,7,4.93919551022249,6,10,5.90478297042064,7.7603636526513,2,9,4,6.20251638581048,"G"
4,9,4.9874419609562,7,4.00177373495171,6,7.47132112565018,6,5,7,5.49743653047609,7.85517189209663,2.95363096369475,8.2229711625687,3.33838882303604,8.35768945674985,"N"
4,8,5,6,5,8,8,3,9.23658196550159,7,7,6.50347055225211,0,8,11,8,"Z"
5,13.0450380584683,6,10,8,9,9,2,2.29760000542534,8.83231860335232,6.3718621334638,7.34133830342874,4.9235703497259,8.90168270657894,7.14359985622367,8.8459109367352,"P"
2.16069935448446,3,3.75526599717863,2,1.76842681348997,7,6.95474443410872,2,9,9.32377900495557,4.83696291704251,8.22189002804373,0.982112590334497,8,5,7.40909886891099,"Z"
2,1.95075508714964,2,1,-0.332356865806852,4,7,5.69849060951267,7.02632584983314,7.76140074994338,6,8.14648780029215,0,8,2.2911142100444,9,"E"
2.3542378843463,4,4,2,2,8,7,3,4.08709730309324,8.98035133052537,4,6.75201821355762,2,7,3,8.74075362076164,"R"
3,5,5,3,3.02188958776254,8.46079219139998,8,2,8,11,7,7.66025232980546,2,9,3.18866413840041,8,"E"
3.44147059804399,5,5,4.48672051978076,3,8,8.19415411139392,2,6.15352475978842,11,6.4314938253581,8,2,9,4.28414833814172,6.74616347278556,"E"
7,13.6493235957702,8.52649919798578,11,8,6.29342900032955,9.9529760646443,4,4.88109747736391,8.42567214930781,10,8.25025615349272,5,9.10330624156347,5.92473873416055,6.71877910619588,"Q"
8,15,7,7.94186800356076,3,6,10,3,8,13,6,6,2,8.92133624247743,3.80786075493916,8.94085330948622,"T"
7,12,6.04628179807282,6,3,7,7.40835700148007,2,7,12.080263078837,5.10910441649327,6,2,9,6,5,"F"
5.16662815165565,11,6,8,6,6,8.67953977133812,4.30760317016404,7,8.64488497447097,5,5,2,8.49300148845534,7.49796904196449,7,"D"
0,0,1,1,0,4.49280966021219,4,5,4.19815233182545,8.83440937652322,4,11,0,7,0,8,"J"
