"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
0,3.18405149542931,1,2.65853482912799,1,7,7,1,4.79888464632504,7,5.26946049297936,8.05307348174853,0,8.73573164773027,3.12155878103102,8,"I"
4.28384563066783,8.34130369704579,7.52108499673313,7,10,6,6.72481483827246,4.67023369640591,3,6,5,6.97974369399491,7.87533732790251,8.19318743646521,5,6.54004212111251,"M"
4.1468914271977,9,4.60399712717445,4,2,11,4,3.49840954023279,5,12,1.07891530466982,8,1.60868658203444,7,2.97380278951685,12,"Q"
2,4.97479308366813,3.5875000526859,4.45819948470207,2.84127065958895,7.31986934727163,7.1938732680327,5,5.32947142222964,7.19472001726717,6,8,1.9174611669328,8,3.38228980142817,8,"S"
6.63035908202175,14,8,9.72871945791268,5.2723350065679,7.5733337334708,6.76789310810516,4,6.49301497564099,9,5.68331745951129,9,3,8,4.64787692555587,9,"Q"
2.92055387335771,6,5,4,1.83734450884971,8,8,5.11816366704288,4.86223687137239,6,14,11.4150282864479,3,10.7813534877412,0,8,"V"
4.05249598245083,6.7563691151723,4.40053216529327,5.650104928066,3.33395206224322,6,7.1186833565672,9,5.3715105483802,6.17355508507115,5,7,2.56849193744047,8,5,8.43222092709787,"R"
5.59612850306559,9,6.33363565220823,13,5,8.05704614962159,8.76544872380361,8.2930898793334,7.44714298027382,4.74526958822505,6.85498523783446,7,1.05019093425111,9,11,8.88263795110486,"Z"
4,8.67007389008845,5,7,3.72292429295537,7.49555981100257,8,6.0101434605151,4,8,7,9,3,8,4.16754565121984,10,"P"
8,12.3600320597838,9.42248696335449,8.04590163552435,6,4.75714501647699,12,2,2.38250629194416,11.7301128206941,10,8,7,10.6023747949671,1,7,"W"
3,6.56580862432935,5,4.34293497424353,2.6340777195511,7,7,0,7.53839522480958,14,4.8581234371019,8.41339544941173,0,7.10904160807775,1.64786657741947,8,"I"
3,7,4.18923109385012,5,2.56916481532755,5.95321429267518,12,4,5,12,10.5828543116385,5.89188836645873,1.42522880206366,9.74226308413554,1,6,"F"
5,11.1559208315116,5.7564140603516,10,6.3719631030499,7,9,5.38457333281702,6.58670322499083,7.21028061877054,7.26583695372535,7.42141671618149,2.77255494305379,9,9,7,"F"
3.83083449682617,9,5.12001482586822,5.32122824693227,2,10,6,2,4.97161929209127,14,3,5.64562577905814,1.07954718389499,7,0,8,"J"
4.49757539645319,6.80674416584678,4.86437245965164,4.69129496504624,2,3,10.2646540836372,4,4.86562062616336,10,9.09867165913093,8.17444411296614,1.8847070426902,10,1,8,"V"
5.92403236847028,9,8,6,9,7,7.44658440210407,6,5.09800671790338,7.08444531525235,5.38988315484572,7.4876371058167,7.38975760346575,8.281430058952,8,7.54916806932144,"M"
5.55983009648977,13,6.61595324994581,9.94465627553745,6,11,6.22742735125265,7,3,4,12.2052453790101,9,6.46523652799181,13,3,6,"M"
4,7.68650876537495,5.23162802735033,6,4,7,7,3.7213828410182,5.5796969309691,10,5.93755306903458,8.26737391278027,3,7.60890116666522,3.50133047618758,7.54733201168595,"O"
1,3,3,1,0.793641781500907,8,8,3.10782409056782,5,8.69677204851908,7.44291499310632,8,1.83044866425307,8.39401401623549,0,8,"J"
3.30084895581813,8,4,6.22849464634237,2,5.76336117264408,7.1206456543984,6,7.43952986637959,7,7,8.60631705439588,0,8,3.85404876741997,7,"E"
4.96760789492488,7.85187556198887,8,5,4,9.70904289845407,3,3,2,9.11080637979139,0.00773423840953215,8.83872669923826,5.82611291130054,2,1,9,"M"
9,11.9645512695187,8.7835526104808,7.73878109005411,4.90105457136848,4,8.95832546530011,4.93808064164201,6,9.99299390612248,8.12543911627035,7.3714187619386,5,9.65066748658688,4.45803236568617,6.41264608878884,"K"
5.14385933949033,9,7,6,3.68529530293123,5,8.48452054664783,2.33661921881168,5,10,6.44342350834002,7.45572158054505,1,8.59105176454791,2.02711164623599,7,"P"
4.20155374736432,10,5.76481887673776,6.87993841718742,4,7.58656897767415,5.97846278675784,2,5.31024404718121,8,5.04217827485756,8.27730752540976,2.96461142678052,7.8177651465881,3,7.6278040099681,"A"
2,5,3,3,2.23066232773802,6,7,4.27617866923369,5.92001640942715,7.10177800450173,4.96983777726354,8.89186429334277,1.46428717376584,7.75074104912103,4,9,"G"
5,9,5,5.65725420871326,2.76456320569875,10,7,4,5,10.205483539559,9,5,3.09636633972831,11,2.37823468134284,6.0812207376693,"V"
1.42900009832772,2,3,3,2,8,6.36216146049361,3,5.23898527695489,6,5.50532857647549,7.74847122768655,2,8,4.27660265469836,7,"X"
1,1,1.7829083489482,1,0,7,7.60490147638535,2,0,8.00020521861954,4.88485418484421,7.61259711413089,2,7,1,8,"A"
6,10,8,8,5,8,7.16495449213938,3.83790018223514,8.38845427124091,7.90264118677944,4.21198863633973,8.87160593173937,3,6,8,9,"Z"
5.1090630837168,9,5,6,5,7,8.58259408968548,7,6,6,8,10,3.37373024911534,11,9,9.74542703660734,"S"
6.06450259861361,9,7.31435646993043,7,6.43446189588593,10,7.69445671150616,6.14548300905393,0.466577248319058,9,5.99685143246881,6,10,7.63272953051694,3,9,"M"
4,10.0628838801548,5.24706629563558,8,3.2654385678047,7,8,3,6.63611493984559,9,6,8,0,8,4.81107554070649,8.08296133847711,"Z"
4,8,5,6.35227998198083,4.9896295892133,8.1371944028601,7,12,1,7,9,8.81123454012558,8,7.2178018898876,0.709951561269102,8.39061500848532,"M"
12,13,11,8.54862719476535,5,3.04881686525133,11,8.0115979621738,4.09343998349096,5,10,5.64994340722158,8,11.83793403783,5.57656172342839,6,"W"
7,11,8.13988807237981,7.00475993369739,5,5.06776280217332,10,0,6.02688195359055,11,8.95633130422899,6,4.41145131348445,9.86665259686115,3,4,"T"
3.78664659989672,6.60980654502164,4.76405217488024,5.3808463575919,2.87297345066924,3,6.72025774200873,4.73222329549202,10,7,8.41981798225918,14,0.738266081550953,8,5.55195308364307,8.23925931748307,"E"
0.681528806855845,4.05208255401712,0,2.7226922714562,0.435094484790356,7,6.97180286713979,4,3.84049881307613,7,6,8,1.15700316783609,8,4.05280277919764,8,"I"
5,9,5.54278058223439,6.27391577827834,3,5,8.12363856899787,4.49045297781871,6.00198419510008,8.4893060748561,8,9,2.61396217997348,8.74323089933933,3,7,"H"
4.1458961391279,9,5,6.49691722698205,2.73290291264848,6.11620646218773,8.64099052897825,5.18984802109513,4.40832890213934,8.5142851927864,10,9,3,9.28191410203515,1,7.39385234502604,"U"
4,7,4.79438055752313,4,2.9402920147979,7,7.34637659440532,4.09010431197572,5.41274271667153,8.6037508579528,5.93939202869567,8,3.03298051246711,8.2286513388657,3.71761581137668,8,"X"
3,3.29294727523565,4,2,1.42472670682408,4,11.6286601715303,4.01670330391683,4.89476018201886,10,11,7,2.02714672537635,10.3552770004582,0.717941296528708,8,"V"
5,6.06455380128216,6,3.54670789262224,4,7,9.94412462988643,2,2.34753946868017,7.21055809391076,8,6,8,11,2,6.91347442819993,"W"
3,4,5,3,3,7.70761260716209,7.94566111356279,2.60331355274922,5.75752513929166,10,5.48713711129219,6,2,8.35199175537025,3,7.29412732741067,"D"
3.64182680121218,7.10209034145485,5,5.54478688949883,4,7,6.21339041910027,5.16959778547841,6,7,5,7.72055269242362,3.2730655079955,7.94247994124298,4,7.69255698035814,"R"
3,5.45639490888198,4.12369992227929,4,2.70036273151116,8,7.52338513710503,3.22206438255574,6.78965377529091,10,6,7.93970056329092,1,8.26737305494141,5,8,"S"
5.38028260863947,10,6,6.74209851578538,4.25664383473379,6.93657913546008,8.28385314693922,2.65681341735218,7,11,6.33350624598756,6,2,9,5,6,"F"
5,7.84576517044446,5.43471075582644,5.94384164475529,4.30204201408853,7.23909317789388,6.80531524068977,5.74700950242444,4,7,5,8,4.12873656546288,8.03682259088458,6,8.5308713188904,"N"
3,5,3.7315736741864,3.68410884024673,2.88456335612504,9.51069540000417,5,5.07661442749142,5,10,1.39839297549213,7,2,7,5,11,"Z"
3.3915430142074,8.87873151980385,4,7,2.7020755897302,6.12854354308796,7.29301894153309,4,14,10,6,9.26222873478341,-2.08314014544196,8.17438157015019,8,8,"Z"
