"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
4,11,5,8,2,7,4.85021226388984,7.40968361777992,4,7,6,8,3,8,4,8,"X"
4,9,6,6.99001149933482,7,6,8,1,4,10,8,7,6,11,4,5,"F"
5.43104600715759,9,5,4,2,6,9,4,5,4,4,10,5,10,2,8,"N"
3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
4,5,6,2.94777928554049,3,6.40525185900178,8,2,5,10,5.21110178763294,6,5,9,1,7,"N"
1,3,3,2,1,7,8,2,9,10.5819856556733,3.34673318453315,8,1,8,5,8.97550244472444,"Z"
5.14064709734466,9,6,4,3,7,6,4,4,9,9,4.11318649296145,3,10,4,4,"Y"
0,2.25361518096283,0,1,0,7,7,4,4,7,6,8,0,8,0,8,"I"
8,11,8,8,9,4,10,2,3,9,8,7,9,13,3,5,"W"
2,1,3,1.87719679285468,2,3.45794092729266,9.85547440704793,5,6,7,9,9,3,9,1,8,"U"
6,10,4,5,2,8,7,6,5,9,4,7,5,9,5,9,"O"
3,4,4,1.57192396488728,2,5,12,3,6,11,9,4,1,11,3.32016511297996,5,"T"
4,5,6,6.93030277475627,4,7,6,5,5,8,5,8,1.15633361940916,7,5,6,"O"
4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7,"P"
2,3,2,2,1,4,9,5,6,12,9,5.65472538963577,1,9,1.81048765598707,7,"C"
2.67185104785735,7,4,5,2,6.8656356368174,6,6,6,10,8,11,2,10,4,9,"G"
4,7.40002849731493,6,6,7.36482783614783,8,7,5,3,7,7,7,6,10,8,9,"B"
3,4,4,3,1.99833138193483,8.17330611664531,7,4,7,7,6,11,3,8,5,9,"K"
8,8,8,6,5,3,10,8.04332748796956,4,11,10,8,8,10,2,6,"W"
4.00511745052689,6,4,4,2,9,11,3,4,4,11,8,3.36584602343689,10.7318526804933,1,8,"V"
4,6,6,4,5,8.10980120493795,11,2,-0.648360708631998,9.63212153712611,8,8,6,11,1,8,"W"
5,11,7,8,7,6,6,6,5,6,5,8,6,6,7.66093037314166,10,"H"
5.61702994821705,11.2286118339313,4,7,4,7,8,3,12,9,6,8,1.86568933794007,8,7,5.68916847877431,"Z"
1,4,2,3,1,9,6,2,6,12,4,9,1,7,1,7,"J"
2,4,4,3,1,5,11,3,4,13,7,4,1,9,1,7.63367834616151,"F"
5,10,7,8,6,7,7,8,5,7,6,5,4,8,3,7,"D"
3,5,5,4,2,8,7,3,8,11,5,7,1,9,5,8,"S"
8,13,7,8,3,7,8,3,9,13,5,6,2,9,5,5,"T"
4,9,5,7,5,8,9,8,4,7,8,7,4,7,4,8.99620375203164,"O"
2,6,3,4,3,8,7,5,9,7,7,7,1,8,7,8,"Z"
3,9,4,7,3,6,7,10,6,7,6,7,2,8,9,10,"B"
3,2,4,3,1.86669554310134,6,10,4,5,10,9,5,1.66866552375727,10.390653551474,3,6,"F"
5.57819165167562,9,10,7,11,10,5,3,2,9,6.97279349236586,10.2463689625957,11,9.08525989499546,4,7,"M"
2,6,4,4,1,8,15,1,5,6,11,8,0,8,0,8,"T"
7,11,5,6,3,6,7,5,4,7,4,7,5,7.04033004769359,5,7,"O"
2,3.05745585157365,3,3,2,5,7,8.78449924838344,6,6,6,11,1.20369767702714,8,4,10,"K"
1,4,3,3,1,7,7,2,9,11,6,8,1,8,3.76185253826094,8,"Z"
3,4,4,3,0.625811188014774,5,13,3,6,12,9,4,1,11,1,5,"T"
4,10,7,8,6,7,10,2,3,6,10.4348090507519,8,8,11,1,8,"W"
3,5,5,3,2,6,2,3.06579801732118,8.31544298272846,8.75543024847626,2,8,2,6,3,6,"A"
2,2,3,2.98384053778951,2,8,8,6,1,5,6,9,2,9,5,10,"Q"
5.94905512180048,10,7,14,6,8,7,4,2,12,6,8.56669028914711,3,9,13,6,"Z"
4,5,6,7,5,8.03783983540965,10,4.08662069859717,2,8,7,3.81678904191581,3,10,8,6,"H"
5,9,8,6,8,6,6,3,4,7,5,8,7,10,7,6,"R"
1,7,0,4,0,7,7,8.48039131240964,3.64045582411486,7,6,8,0,8,0,8,"I"
2,4,4,3,3,7,8,4,4,9,5,8,4.4931952162455,6,3,10,"R"
5,10,7,7,5,6.17434201366407,9,4,6,5,8,10,6,10,1,7,"U"
4,7,4.71759088428922,5,3,7,6,12,2.82120656089454,7,12,12.3786771001728,3,9,0,8,"U"
7,10,5,5,2.09959683785889,6,8,6,8,11,7,7.65310237869588,2,8,5,9,"C"
5,9,5.70238428666205,7,4,8,7,8,5,7,6,8,5.31846437743863,8,3,8,"O"
7,13,5,6.57285523090659,3,6,8,6,8,10,6,10,1,8,8,8,"E"
5,10,7.01106269921302,7,5,10,6,4,7,11,3,6.92555862405541,4,6,4,5.72634131539728,"D"
5,7,6,5,3,4,8,5,7,9,5.71207009055843,9,3,9,2,5,"U"
3,4.51527948601961,5,3,3,9,7,3,5,11,3,6,2,7,3,9.63703665906986,"R"
2,4,3,3,2,7,7,5,5.13790640652469,7,6,9,2,8,5,7.63178311346601,"E"
6,10,6,8,4,6,7,1.04415760311137,7,10,8,11,2,9,5,9,"G"
5,9,7,6,6,10,6,2,6,11,3,8,3,5.88042484392285,4,12,"B"
6.13086737945005,10,7,7,2,8,5.71759394441472,3,0,7,0,8,3.39955737027349,7,2,8,"A"
1,1,3,2,1,6,10,1,6,6.53442227394886,11,8,1,11,2,8,"Y"
3.11028299584118,4,4,6,4,8,11,3,3,5,8,9,2,11,5,6,"Y"
5,9.66185257083698,6,8,5,8,6,6.5375832841921,5.98246603500543,7,5,8,3,8,3,8,"O"
7,10,7,7,5,7,6,7,8,11,6,11,2,11,6.32012259891432,9,"G"
5,9,7,7,5,8,3,1,2,9.02710889712782,2,7,3,5,0.500126171989191,7,"A"
3,4,4,3,1,5,9,5,7,12,9,10,1,7.37854168411155,3,7,"C"
4,5,6.81560347162306,7,6,7,8,4,1,8,6.34071083213043,6,4,10,8,8.23102073963197,"H"
4,11,6,8,8,7,7,3,4,7,8.66717881191913,8,7,10,2.74355787969341,6,"R"
4,7,6,5,4,8,8.41479541940558,5,5,8,7,7,3,7,4,6,"J"
4,7,5,5,4.65715268163134,8,7,12,1,6,6.39152561299165,8,8,6,0,8,"M"
3,8.12555047779945,5,7,3.86850316627305,2.07566854642628,11,2,3,6,11,6.97782242201643,2,10,1,8,"V"
2,3,4,2,2,8,8,3.26732651671339,5,9,4,7,2,6,3,10,"R"
3,8,5,6,3,7,12,4,6,7,11,8,2,12,1,8,"T"
4.37949512561182,8,7,7.98726934816245,7,8,7.58224096984008,4,5,7,7,8,5,7,5.6690822194903,10,"J"
4.56831798210996,5,5,3,2,8,7,3,8,11,5,7.15251895892822,1,9,4,8,"S"
6,11,8,8.6617055489949,9,9,7,5,2,6,6,10,8,8,6.74578895872697,10,"G"
2,3,3,2,2,9,6,4,6,10,4,6,2,8,2,9,"D"
2,0,1.48592236465008,1,1,8,6,6,5,7.23896632690346,5,9,2,8,5,10,"G"
5,8,7,10,7,10,5,4,4,8,3,6,3,5,8,8,"Z"
6,11,6.28878621715161,8,4,5,7,10,10,7,6,6,3,8,0.930289898655639,8,"D"
1,2.00767802136075,3,2,1,6,1.66381844339201,2,2,5.26860206992842,2,8,1,6,1,7,"A"
1,0,1,0,0,7,13,1,4,7,10,6.22298282862178,0,8,0,8.68829400161687,"T"
2,3,3,1,1,7,7,6,5,7,6,5.46412727509902,2,9,4,10,"G"
1,3,2,1,0,6,4,1,7,8,2,10,0,7,3.46026465467447,9,"L"
6,9,6.87843844930881,7,8,8,4,7,4.22023935541868,7,6,7,8,7,6,3,"W"
0,1,1,2.20115481291231,1,7,7,5.15591652289926,1.84280678916503,7,6,8,0,8,2,8,"I"
6.61225234970553,8,9,7,10,6,8,5,3,6,5,8,8.99883004527555,9,5,8,"M"
4.75614541094398,9,4,4,2,11,4,4,5,12,3,8,2,7,6,12,"Q"
2,3,3,4,2,8,7,5,7.06876954265237,4,6,8,0,8,8,8,"S"
6.7004591083766,14,7.47588125178341,8,5,7,4,4,8,9,5,9,2.84554588930933,8,9,9,"Q"
3,6,5,4,1,8,8,4,2,6,14,8,3,10,0,8,"V"
5,10,5,8,6,6,8,9,5,6,5,8.25595571230169,2,8,5,11,"R"
7,9,5,6.85896966258007,5,7,8,5,3,11,7,7,3,9.08073920794869,4.88872745882944,6,"Z"
4,6.85053806390074,5,7,5,5,9.58197387525404,6,4,8,7,9,3,8,7,10,"P"
8,9,8,6,6,2,12,2,2,10,10,8,7,11,1,7,"W"
3.74039069625425,11.648237720559,5,7,2,7,7,0,9,14,6,8,0,8,1,8,"I"
3,7,3,5,2,1,12,4,5,12,11,7,0,8,1,6,"F"
5,8,7.14016481403062,10,8,7,9,5,7.22488316701462,7,6,7,4,9,9,7,"F"
4,9.42838804578798,5.02761567282718,7,2,10,6,0.714027098391407,8,14,3,8,1.40446977210274,6.53693598481732,0,8,"J"
5,9.34958382398243,5,7,2,3,12,4,4,10,12,7,3,10,1,8,"V"
6,9,8,6,9,7,8,6,5,7,5,3.840438210412,8,9,8,6,"M"
9,13,10,8,6,11,8.75322086467208,7,3,4,7,9,9,13,3,6,"M"
4,8,5.07726231100199,6,4,7,7,7,4,10,5.6578898611888,8,3,8,3,7.50363978532487,"O"
1,3,3,1,1,8,8,2,5,10.6722613582037,5,8,1,8.22525326725092,0,4.0281147038481,"J"
3,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,"E"
6,9,8,5,4,9,4.57138446014875,3,3.29818575100793,9,3,9,6.81327921631848,2,1,9,"M"
9,13,10,7,6,4,9,4,6,10,10,11,5,8.18441444981232,4,6,"K"
5,9,7,6,6,5,10,5,5,10,8,3,3.65093175984858,10,3,7,"P"
5,10,7.05833743423497,8,4,10,3,2,3,8,1,7,2,7,1.87754240707796,8,"A"
2,4.31673679454471,3,3,2,6,7,5,5,9,7,7.13774682336889,2,9,2.06232735605072,5.49889733267218,"G"
5,9,5,4,3,10,7.85218545242297,4,5,7,9,5,4,11,2,7,"V"
2,2,3,3,2,8,7,6.1030765452849,8,6,6,5.73503563588904,2,8,5,7,"X"
1,1,2,1,0.682116700332696,7,4,2,4.68239945054707,7,2,8,2,7,1,8.28725323225688,"A"
6,11.4663660386546,8,8,5,8,6,3,9,12,4,9,2.60595856640008,6,8,9,"Z"
4.15802078595053,9,5,6,5,7,6,7,6,6,8,10,2,11,9,7,"S"
8,9,11,7,8,10,6,2,5,9,1.32184235385583,6,10,8,3,9,"M"
4,10,4,8,4,5.06242451455742,8,3,12,9,5.64710904810038,8,0,8,7,7,"Z"
5.35976724585649,8,5,6,3,7,7,12,1,7,9,8,8,6,0,8,"M"
12,13,11,7,5,8,11,3,5.00860772163685,5,10,6.8431319800129,8,12,1,6,"W"
7,11,7,8,5,5,10,3.4857900806269,8,11,9,6,1,9,3,4,"T"
2.59429727525783,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8,"E"
1,3,0,4,0,7,7.34966067009759,4,4,7,6,8,0,8,0,8,"I"
5,9,5,4,3,5,9,3,6,9,5.80205202638652,9,5,7,3,7,"H"
4,9,5,7,3,8.119893637582,8,7,7,7,10,9,3,9,6.62166134016114,8,"U"
4,7,4,4,1,6.80571392543403,6.3274125763135,5,4,7,6,8,3,8,4,8,"X"
3,3,4,2,1,1.86579913075601,12,2.48641602076504,2,10,11,7,2,11,1,8,"V"
5,5.59654915081782,6,4,4,7,9,2,3,7,8,6,8,11,0.0613258666816976,7,"W"
3,4,5,3,3,10,6,3,7,10,3,6,2,8,3,9,"D"
3.43924353925755,2,5,4,1.8913301390911,7,8,4,6,7,5,6.43504064104166,3,7,4,8,"R"
3,5,3.51469650115316,4,2,8,7,3,7,10,6,7,1,9,5,8.13826427868155,"S"
6.21682663109256,10,6,5,3,7,8,2,7,11,6,6,2,9,5,6,"F"
5,7,6,6,6,8,6,5,4,7,5,8,7,9,5.22951380740609,3,"N"
2.19298974297475,5,5,4.51212090910701,3,11,5,0.319536860521046,5,10,2,7,2,7,5,11,"Z"
3,5,4,7,2,7,7,4,14,10,6.7994577192604,8.86934336912599,0,8,8,8,"Z"
1,10,0,7,0,7,7,4,6.69260424684283,7,6,8,0,7.09256061152993,0,8,"I"
5.10990916583457,12,6,9,5,11.9270600746498,11,3,3,13,5,4,-0.0732432516953292,9,9,9,"J"
2,3,2.2967347252737,4,0.984903149184784,8,8,6.08642783443149,2,8,7.42159133646827,9,2,9,5,8,"Q"
5,9.65968005563096,7,8,4,5,13,5,4,11.2819938500081,8.75674459069774,3,2,10,2,5,"F"
2,7,2,5,1,13,2,7,5,14,2,11,0.368200345304785,7,0,8,"J"
4.00792110758692,7,4,5,4.70906515859796,8,8,6.33436182852688,2,8.72946352429051,4,6,4,6,8,8,"R"
4,8,5,6,4.24972779796759,7,8,4,5.25517675532365,11,7,7.62131012955071,2,8,5,6,"S"
3,5,4,4,3,7,7,6,6,7,6,8,3,8,3,8,"H"
4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7,"B"
6,9,5,4,3,10,4,4,7,11.8972317861769,3,8.66609211105814,3,7,7,11,"Q"
3.2373916074965,3,2,2,1,9,2,7.50380440231299,1,8,2,8,1.20947678329285,6,1,8,"A"
3.60930512629289,6,4,4,1,5,11,2,2,8,12,8,1,11,0.097520300969576,8,"Y"
3,8,3,6,2,5.95678910574823,9,10,5,8,6,5,2,9,4,8,"P"
2,6,3,4,2,8,12,2,8,5,11,9,1,11,1,8,"T"
4,6,5,4,5,7,7,4,3,6,8,10,5,11,2.83710834608329,8,"C"
5,9,5,6,2,7,8,15,0,7,5,8,3,8,0,8,"H"
3.23177640479787,5,3,4,2,6,7,6,6,10,7,11,2,8.4535973785173,4,9,"G"
4,9,6,7,4,6,9,6,5,7,7,8,6,9,2,6,"N"
4,8,5,6,5,8,8,3,8,7,7,7,0,8,9.16708982431648,8,"Z"
5,8,6,10,8,9,9,7.4848690648041,3,6,9,6,9,11,4.04278457296095,5,"P"
2,3,4,0.149772633073272,1,7,7,2,5.66786940306001,11,6,8,1,8,5,7,"Z"
2,-2.87664785692214,2,1,1,4,7,4.60406093580186,8,7,6,13,0,8,7,9,"E"
2,4,4,2,2,8,7,3,5,10,4,7,2,7,3,10,"R"
3,5,5,3,3,7,8,2,8,11,7,9,2,9,4,8,"E"
3.23633469038038,5,5,4,3,8,7.22751116921495,2,5.91471412752053,11,5,8,2,9,5,10,"E"
5.02830862997649,9,7,11,8,7,10,4,4,7,10,11,5,10.3277333530681,10,9,"Q"
8,15,7,9,3,6,8.49408991445018,3,8,13,6,6,2,8,5,4,"T"
7,12,6,6,3,7,8,2,7,11,6,6.59551045400077,2,9,6,5,"F"
5,11,6,9.83544540171444,6,6,7,9,7,6,5,9.92510853393289,2,8,8.0318245216369,7,"D"
0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,12.1165793281368,"J"
4,8.83046124683355,4.54864629343377,9,7,5.70946263060552,10,7,4,7,11.2192958491247,6,5,11,4.92150805753356,3,"Y"
4,8,5,6,4,6,8,3,6,7.10957043155571,7,8,2,8,5,6,"S"
4,10,5,8,3,7,6,9,8,6,4,7,3,7.13056693450232,4,8.92671870092756,"O"
3.36541104210074,8,7,6,8,8,10,5,3,11.0680275085535,7,8,7,9,4,9,"O"
2,7,3,5,1,7,7,3,13,9,6,8,0,8,6.22200979182128,8,"Z"
9,15,8,7.39303489891976,6,5.32427409365875,6,3,7,10,5,7,6,8,8,5,"D"
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
5,8,8,6,4,10,7.96990693557438,3,5.30778878487747,10,2,4,5,9,1,7,"N"
3,3.39767474013789,3,4,3,8,8,12,1,7,5,8,3,8,0,7.87761395902343,"H"
6,10,8,7,5,4,8,5.57098966132839,8,9,11,11,3,9,2.38134436559283,8,"U"
3,6,4,4,4,8,6,5,2,7,7,10,6,9,4,7,"C"
8,12.495574123687,8,8,7,5,7,5,8.64844270977382,8,6,9,8,8,6,1,"U"
9,13,6,7,4,5,8,6,4,10,5.45026449220409,9,5,10,5,8,"O"
3,7,5,5,5,5,7,3,6,7,6,12,2,10,8,9.42163384606677,"E"
6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,"M"
3,7,6,5,2,9,10,2,7,10.2853326309292,12,8,2,11,2,5.95825639914705,"Y"
3,9,4,7,3,6,7.64313347252154,8,7,10,7,12,2,10,4,10,"C"
5,9,5,5,3,6,7,4,5,9,7,5,3,10,5,8.38398334876105,"Y"
4.41060365093557,4,5,3,2,7,8,2,9,11,7,6,1,8,5,7,"Z"
1,4,2,2,-0.453332151130562,8,7,2,5,14,6,9,1,7,0,7,"J"
2.9798277061206,4,3,2,2.08185058141234,6.63115378318666,8.27356996947434,3,5,10,6,6,2,8,5,9,"B"
2,1,3,2,1,6,8,7,7,8.38986364531595,7,9.81097843785642,1,9,4,10,"C"
4,10,5,8.18597510852418,3,4.77616871451908,7,6,9,4,6,8,0,8,9,8,"S"
3,3,4,4,1,1,13.5304594752397,5,3,12,9,4,0,8,2,5.25647881336411,"F"
5.34435105655974,10,4,5,3,6,8,6,5,9,7,9,5,6.88986161933701,5,8,"O"
6,14,5,8.91055066494741,3,4.05286231841406,10,2,6,11,7.29909718604596,6,2,9,5,4,"T"
1,1,1,1,0,4,7.93871637922772,6,2,7,6,10,3,8,2,10,"K"
3,7,4,5,5,6,8,3,5,6,7,11,4,11,8,10.4120348831092,"E"
8,14,7,8,5,10,6,3,5,10,4,9.66951959454104,4,8,7,10,"F"
5,10,5,7,4,4,11,6.048270579645,4.62817860158575,8,10,7,3.95335194839394,9.03804122551859,1,8,"V"
5,9,5,4,3,12,3,3,4,10,3,8,3,9,5,12,"Q"
7,11,7,8,4,3,10,2,7,10,12,6,2,11,3,4.31408448875126,"Y"
3,3,4,2,1,4,10,2,7,10,10,5,1.75543440362666,12,0.206027467289661,4,"Y"
4,7,5,5,3,7,7,8,6,7,6.35402873249816,8,3,8,3,6.07913707011983,"O"
2,2,3,3,2,7,8,5,4,7,7,6,5,9,2,5,"N"
5.04068812023192,9,6,6,4,10,2,1,2,8,3,9,5,5,-1.37929173178208,7,"A"
2,5,4,4,2,6,10,2,6,13,7,6,1,9,2,7,"F"
4,8,6,6,4,7,8,6,6,6,5,8,4,6,4.93459031342311,9,"R"
3,5,4,7,1,9,14,6.34508257173492,6,5,11,8,0,8,0,8,"T"
7,8,10,6,6,9,5.70878693741519,2,5,9,6,8,8,6,2,8,"M"
2,2,3,3,2,7,7,6,6,7,6,5,2,9.21425595211853,3,7,"D"
5,8,5.49941340453306,6,4,6.79361013440552,10.2420019792474,7,3.05771380384204,11,5,2,1,10,4,9,"P"
4.40113027861814,5,7,8,3,7,7,4,15,9,6,9.06579445117967,0,8,9,8,"Z"
6,8.95213976529311,6.35263103147031,5,3,7,7,3,5,9,7,6,3.90623731718723,7.4935583558087,4,5,"Y"
3.68654827390898,5,5,4,3,6,11,2,8,11,9,5,3,10,4,4,"T"
9,12,8,7,5.63697378387559,10,7,4,7.4033871744075,10,3,6,7,4,8,8,"B"
2,1,3.2060176828589,1.60287085542284,1,9.02753054209393,2,2,1,7,2,8,2,7,2,7,"A"
4,9,6,7,6,8,4.42706335013716,8,4,7,6,8,3,8,8,9.81476541112735,"A"
7,7,7,5,4,3,11,3,3,10,10,8,7,11.1501340864413,2,6,"W"
3,5,4,8,6,8,9,3,1,8,7,6,4,10.6399913768121,4.8773720339356,8,"P"
4,4,7,2.59931437736983,4,8.33458184430375,5,3,4,10,8,9,7,5,2,8,"M"
4,9,6,6,5,5.46005045980348,8,8,5,6,5,12,5,8,7,4,"U"
3,1,3,3,2,7,7,5,8,7,7,8,3.52044950171179,8,6,8.55065028415054,"E"
4,6,4,6.36681768919903,2,7,7,14,1,5,6.17980271154631,8,6,8,0,8,"N"
4,9,6.02794033059397,7,3,5,12,3,4,8,12,9,2,10,1,8,"V"
4,8.93399278046404,5,7,4,5,10,4,5,8.359816453005,9,4,4,10,4,7,"P"
7,13,5.7566312655578,7,4,10.3078001817034,8,4,5,13,4,4,4,10,6,6,"P"
7,13,6,7,3,6.09607991168224,10.5188499333376,5,5,8,11,7.80547951737738,4,11,4,8,"V"
4,5.04788281520186,5,4,3,7,6.00087176979626,6,6,6.49129934454651,6,11,2,10.3897078352514,4,10,"G"
2,7,3,5,1,12,2,9,4,13,5,13,1,6,0,8,"J"
2,6,4,4,2,10,3,1,2,8,3,9,2,6,2,8,"A"
6,11,7,8,7,8,6,11,1,7,8,8,9,4,1,8,"M"
3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5,"T"
4,5,4,6,4,8,6,7,4,9.39374249972431,8,9,3,9,6,8,"Q"
5,9,7,6,4,8,9,2,2.64566035823968,14,5,7.37316980556969,2,7.77555049654179,3,8,"F"
2,11,3,8,4,8,7,0,7,7,6,8,0,8,7.57984561845986,7,"I"
6.30356271199197,10,8,8,5,6,9,5,7,6,9,10,6,10,1,7,"U"
2,5,3,8,1,12,3,1.61102328723953,3,13,6,13,1,6,0,6.00897688616281,"J"
5.08498642569779,5,6,3,2,7,8,3,7,10.440684577604,8,7,1,8.48241493756234,4,6,"S"
5,11,6,10.5452211504741,6,6,6,6,5,6,5,8,5,7,4,10,"L"
3,6,2,9,2,9,8,3,3,12,4,5,2,8,5,8.46198868581664,"J"
5,10,6,8,8,8,8,2.36902635810933,3,8,5,7,5,9,12,8,"S"
2,5.96757259912872,4,4,2,8,12,2,6.18086631459233,5,10,9,2,9.47688524892614,0,9,"V"
4,10,5,8,4,6,7,6,8,5,7.87116945774783,11.9844115542906,1,7,4,8.11912298216704,"C"
4,8,5,6,4,4.84848833031388,7,8,6,7,7,10,3,7,4,7,"O"
5,7,6,8,6,9,8,6,2,4,8,10,3,9,7,10,"Q"
8,13,9,7,6,5,9,2,9,12,8.30932282916792,8,6,5,8,2,"Z"
2,6,2,4,2,3,6,6,10,7,7,14,0,8,7,8,"E"
3,2,4,4,4.59677197072075,6,8,8,8,5.84663627696558,8,12,2,10,4,9,"C"
5.74902752454476,9,9,8,8,9.83664660825565,8,2.14165604720323,5,9.86980356589976,7,8,5,8,4,5,"A"
4,8,5.16909303010743,6,3,7.6364579604508,9,6,6.13984291760626,5,5.91130095735642,10,3,9,1,8,"U"
7,11,10,8,6,12,7,3,5,10,0,3,7,11,2,9,"N"
6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,6.21644571840319,"M"
4,6,5,4,6,8,10,5,4,8,5,6,4,9,8,7,"S"
4,3,4,4,3,7,8,5,5,7,6,6,6,9,3,6,"N"
2,1,2,1,2,7,7,0.0523491034642518,6,7,6,8,2,9.11771855352107,5,5.99631062144747,"E"
2.22237205283132,7,4,5,3,5,11,4.90204739276994,4,11,8,4,0.949285771604153,10,4,7,"P"
1,0,2,1,0,7,9,7.17988959896238,5.7411113010781,6,12,8,1,10,0,5.75888097926902,"Y"
3,10,4,7,2,7,6,8,8,6,6,11,2,8,3.79746717337215,11,"G"
6,10,8,8,5,8,6,5.3163445352616,9,10.1835295273665,4,11,3,7,8,9,"Z"
2,6,3,4,2,8,6,0,7,13,6,9,0,7,2,8,"I"
2,1,2.89946849382942,2,2,7,8,4,5,6,5,7,2,6,5,8,"R"
3,7,4,5,3.47168681244307,6,8,5,10,7,7,10,2,9,8,8,"Z"
1.04201807339938,1,4,3,2,7,12,4,6,7,11,8,2,11,1,8,"T"
4,9,6,7,4,8,5,2,9,11,4,10,2,7,7,9.73153388251461,"Z"
4,9,6,7.10236321885054,4.62412346631011,7,6,7,9,7,5,11,3.35323423789977,8,5,10,"G"
3,6,4,4,4,7,8,4,6,8,8,6,5,9,3,7,"F"
2,3,2.91417615700369,2,2,6,7,2,3.56611462992914,10,8,9.53990804232317,3,8,2,8,"K"
2,4,3,3,2,6,6,5,4,8,7,10,2,8,4,8.00900871060836,"G"
4,7,4.35306591587811,5,2,7,6.02912682131864,7,9,6,5,10,1,8,6,11,"G"
6.47686438571225,8,7,6,5,4,11,4.05507444478915,3,9,9,7,5.06888432961213,11,2,6,"W"
1,3,2,2,1,7,7,5,8,6,6,8,2,8,6,8,"Z"
7,12.033101079842,10,8,7,5,6,1,9.37312876221536,9,8,11,3,8,3,8,"K"
3,2,5,4,2,8,2,2,2,7,2,9.03610595665759,2,7,2,7,"A"
4,8,5,6,6,9,9,5,6.10562947636095,8.3115007358518,4,6,4,9,9,9.04167940872182,"S"
7,10,7,8,7,4,11,2,2,9,10.1843625951889,7,7,12,2,6,"W"
