sepal_length,sepal_width,petal_length,petal_width,class
6.3,3.16961861487528,4.9,1.8,virginica
6.7,3.2458593657806,5.7,2.1,virginica
7.2,3.2,6,1.8,virginica
6.2,2.8,4.8,1.8,virginica
6.09873537924309,3,4.9,1.8,virginica
6.4,2.8,5.6,2.1,virginica
7.2,2.81222471386756,5.8,1.6,virginica
7.4,2.8,6.53580848030427,1.9,virginica
7.18036798583247,3.8,5.36638467836713,2,virginica
6.4,2.8,5.6,2.2,virginica
6.3,2.8,5.1,1.5,virginica
6.1,2.6,5.6,1.4,virginica
7.7,3.09957594748372,6.1,2.3,virginica
6.3,2.66729100337677,5.6,1.87683334159637,virginica
6.4,2.90127390328607,5.5,1.98899090863833,virginica
6.3195042532523,2.50486859313741,5.81280256095813,1.8,virginica
6.9,3.1,5.4,2.1,virginica
6.93174866585586,3.1,5.6,1.88252158423262,virginica
6.9,3.1,6.11889102818044,2.3,virginica
5.8,2.96565002718196,4.91538251669836,1.9,virginica
6.8,2.67174240568172,6.10021115551086,2.3,virginica
6.7,3.3,6.04804347724006,2.5,virginica
6.7,3.59006526376774,5.2,2.3,virginica
6.3,2.5,5,1.9,virginica
6.5,3,5.58853261881631,2.07169148035247,virginica
6.2,3.4,5.4,2.3,virginica
5.9,3,5.1,2.28355488493457,virginica
