sepal_length,sepal_width,petal_length,petal_width,class
4.9,2.4,3.3,1,versicolor
6.21111178906761,2.9,4.6,1.67605190869097,versicolor
5.2,2.7,3.9,1.26448007527654,versicolor
5,2,3.5,1,versicolor
5.9,3,4.2,1.5,versicolor
6,2.2,4,1,versicolor
6.06142773164627,2.9,4.7,1.4,versicolor
5.6,2.9,3.6,1.3,versicolor
6.32611257370982,3.1,4.23596420897236,1.4,versicolor
5.6,3,4.5,1.5,versicolor
6.1027672680788,2.78182794934593,4.1,1.25471198229864,versicolor
6.2,2.2,4.5,1.5,versicolor
5.6,2.5,4.36507888254179,1.27817486523645,versicolor
6.31490362941772,3.2,4.8,1.8,versicolor
6.1,2.8,4.2086407138681,1.3,versicolor
6.54479286024345,3.34843369534263,4.9,1.5,versicolor
6.1,3.26658735135339,3.61532498087155,1.2,versicolor
6.4,2.9,4.3,1.03219002325986,versicolor
6.6,3.55091245148042,4.4,1.4,versicolor
6.43964033154269,2.9372511479549,4.8,1.4,versicolor
6.35997036844352,3.10862475019899,5,1.81960869053229,versicolor
5.7,3.42121617238513,3.5,1.27333103410272,versicolor
5.43431213604681,2.4,3.8,1.1,versicolor
5.5,2.4,3.7,1,versicolor
6,2.7,5.1,1.6,versicolor
5.4,3,4.5,1.5,versicolor
6,3.4,4.5,1.74459013121007,versicolor
6.7,3.1,4.7,1.5,versicolor
5.95964097434769,2.3,4.48219057127076,1.7396257762093,versicolor
5.6,3,4.1,1.27154598415052,versicolor
5.5,2.5,4,1.3,versicolor
5.5,2.6,4.4,1.2,versicolor
6.1,3,4.6,1.61322715338246,versicolor
5.8,2.6,4.39455952937889,1.2,versicolor
4.97068860300383,2.3,3.3,1,versicolor
5.6,2.7,4.08228359099267,1.3,versicolor
5.91071162621467,3,4.2,1.16967593011745,versicolor
6.16026473299105,2.9,4.65287567986173,1.3,versicolor
6.2,2.9,4.3,1.3,versicolor
5.1,2.28968752428676,3,0.514766029714768,versicolor
5.50277765338984,2.8,4.1,1.3,versicolor
6.3,3.3,6,2.39714931764623,virginica
6.04651322487401,2.7,5.1,1.9,virginica
7.1,3.11283541944855,5.9,2.07480136880125,virginica
6.3,2.9,5.6,1.8,virginica
6.5,3,5.8,2.2,virginica
7.6,3.21073291741911,6.6,2.1,virginica
4.9,2.5,4.5,1.7,virginica
7.3,2.9,5.97099238928959,1.8,virginica
6.7,2.5,5.8,1.8,virginica
7.2,3.6,6.1,2.5,virginica
6.5,3.2,5.1,1.84483741707513,virginica
6.62809297017105,2.7,5.3,1.9,virginica
6.8,3,5.8645488600654,2.1,virginica
5.7,2.5,5,2,virginica
5.8,2.66175643285236,6.22258283738762,2.4,virginica
6.4,3.2,5.3,2.3,virginica
6.61196246478599,3,5.18352660825414,1.8,virginica
7.7,3.8,6.7,2.2,virginica
7.7,2.6,6.9,2.3,virginica
6,2.44833318127621,5,1.5,virginica
6.9,3.2,5.7,2.3,virginica
6.82169655052233,2.8,6.07540217099498,2,virginica
7.7,2.8,6.7,2,virginica
5.77277259858484,2.7,4.9,1.8,virginica
6.04830489918279,2.38919210325341,5.7,2.1,virginica
7.2,3.2,6,1.8,virginica
6.2,2.8,4.8,1.34607608129464,virginica
6.1,3,4.9,1.8,virginica
6.50197788626298,2.8,5.53639730215435,2.1,virginica
7.2,3,5.8,1.6,virginica
7.4,2.98908306150299,6.1,1.9,virginica
7.9,3.8,6.30824014644366,2,virginica
6.4,2.8,5.6,1.97563290670163,virginica
6.3,2.8,5.1,1.5,virginica
6.54378409744526,2.6,5.6,1.9299127882756,virginica
7.7,3,6.48680643739433,2.3,virginica
6.3,3.4,5.6,2.4,virginica
6.4,2.66032916779998,5.5,1.8,virginica
6,3,4.68887559991461,1.8,virginica
6.9,3.1,5.4,2.1,virginica
6.7,3.27452025810875,4.82577982379502,1.52328471294709,virginica
6.9,3.1,5.8442374284118,2.3,virginica
5.8,2.6606101779454,5.1,1.9,virginica
6.8,3.1257783837953,5.9,2.3,virginica
6.7,3.3,5.7,2.5,virginica
5.91599489233122,3,5.2,2.3,virginica
6.3,2.5,5,1.9,virginica
6.5,3,4.98858685783106,1.71415856680722,virginica
6.2,3.4,5.4,2.3,virginica
5.9,3,5.1,1.8,virginica
